row_id,designers
277901,Ulises Real
285183,Alberto Corazón Arambarri
765,Rüdiger Dorn
329548,Daniel A. George (I)
366575,Gary Kim
94375,John Gorkowski
435131,Tyler Pierce
217098,Christophe Lauras
2629,Gunter Baars
9918,Frédéric Bey
9918,Marc Brandsma
5607,S. Craig Taylor
144479,Francisco Gallego Arredondo
35662,Joseph Miranda
125318,Frédéric Bey
366089,Jeremy Rozenhart
403128,Edouard (Edoul) Didelot
198775,Romaric Galonnier
318392,Andrew Looney
97377,Rick Priestley
183963,Hermann Luttmann
1187,Coleman Charlton
1187,Bruce Neidlinger
274076,Morgane Gouyon-Rety
19878,Alessandro Zucchini
221408,Tony Chen
391565,Frank Crittin
391565,Grégoire Largey
391565,Sébastien Pauchon
215455,team SAIEN
344118,Aislyn Hall
344118,Aaron Shaw
452742,
31198,John Edwards
5332,David Hoyt
341055,Guglielmo Duccoli
251349,Reiner Knizia
76810,Kris Gould
297892,Jacques Zeimet
216482,Dirk Henn
352003,Pierrick Libralesso
352003,Renaud Libralesso
452214,Diego Fonseca
452214,Marco Montanaro
285208,Lee D'Arcy
24085,Stefán Friðriksson
24085,Reynir Harðarson
24085,Pétur Örn Þórarinsson
406861,Simon Thomas
1160,Ian Livingstone
352725,Romaric Galonnier
322354,Florian Dumont
398947,Nils Johansson
398947,David Thompson (I)
436591,
6641,Peter Corless
10659,Curt Covert
435861,Andrey Kolupaev
435861,Ivan Lashin
251213,Laurie Phillips
231045,Erwan Morin
332,Klaus Teuber
211,Richard Borg
389,Thomas Fackler
6504,Alfred Leonardi
17382,Marco Broglia
344427,Amine Mohamed Rahmani
344427,Phil Vizcarro
278989,Zong-Ger(蔥哥)
314009,Annick Lobet
300727,Bryan Burgoyne
217261,Uwe Rosenberg
290872,David Meyler
290872,Michael Rinella
13920,Irad B. Hardy
13920,Redmond Aksel Simonsen
13920,John Young
1572,Marvin Glass
12367,Rick Loomis
12367,Douglas Malewicki
4991,Matthew Kirby
4991,Mark Alan Osterhaus
325477,Franco Caniatti
232478,Miguel Bruque
451377,Fréderic Moyersoen
344290,Heinrich Glumpler
344290,Darren Grundorf
344290,Marco Teubner
344290,Tom Zimmermann
6860,Richard H. Berg
280897,Gary Kim
38923,Julien Bonnard
198029,Chih-Fan Chen
399375,Reiner Knizia
836,John Bohrer
836,Martin Wallace
382966,Richard Breese
175121,Richelle Brady
175121,Cory Jones
1324,Rudi Hoffmann
1324,Roland Siegers
413299,Rita Modl
337726,Jonathan Chaffer
746,Jim Dunnigan
426330,Alexander Kneepkens
426330,Arnold van Binsbergen
297897,Christian Fiore
297897,Knut Happel
309625,Ivan Rajkovic
191351,Wes Erni
191351,Ben Madison
400835,Matthew Dunstan
400835,Dave Neale
405296,Douglas Beyers
405296,Julia Drachman
183441,Gordon Lamont
183441,Fraser Lamont
253319,John Bohrer
97939,Sam Brown
353401,Wilfried Fort
353401,Marie Fort
36241,Darin A. Leviloff
212401,Emanuele Santandrea
18961,Steve Gilbert
57803,Chris Taylor (I)
207202,Dominic Michael Huang
183780,Kim Kanger
298352,Prospero Hall
298352,Dexter Stevens
307191,Marco Arnaudo
195231,"Jay E. Treat, III"
6352,Reiner Knizia
334712,Takashi Sawada
324884,Peter Wichmann
2213,Tom Moldvay
1312,Heinz Meister
252579,Ben Madison
230424,Tom Stasiak
3887,(Uncredited)
267013,Po-Jen Hsieh
267013,Yunus Hsieh
19537,Mike Nagel
299105,Emanuele Santandrea
366797,Russ Law
366797,Tim Sharville
366797,Paul Sharville
172596,Pesu Nabeno
340773,Wouter van Strien
3724,Kevin Zucker
344117,Aislyn Hall
344117,Aaron Shaw
343350,Maximillian Dennis
367367,Ben (II)
367367,JB
3369,Eric Goldberg
3369,Mark Herman
356796,Dan Fournie
4395,Uwe Rosenberg
163771,Andy Ashcraft
163771,Eduardo Baraf
163771,Kim Robinson
15173,Reiner Knizia
164917,Rena Nathanson
164917,Abe Nathanson
189341,Frédéric Henry
2060,Ted Leavitt
673,David Ladyman
220987,Emanuele Santandrea
388683,Jason Mowery
388683,Chase Williams
320677,Inka Brand
320677,Markus Brand
337513,Benjamin Chee
337513,Brett Grimmond
234292,Victor Amanatidis
228234,Naotaka Shimamoto
262273,Shaun Graham
262273,Scott Huntington
127721,Emmanuel Aquin
66088,Peggy Brown
223481,Ali Hajighafouri
166726,Andrea Chiarvesio
6516,Andy Chambers
5294,J. Stephen Peek
365369,Mike Lambo
10683,Jack L. Joyner
10683,Richard Sartore
71676,Andrew Looney
26147,Friedemann Friese
26147,Marcel-André Casasola Merkle
26147,Andrea Meyer
10272,Brad Hessel
10272,Joseph Miranda
10272,Linda Mosca
10272,Tom Walczyk
300296,Kyle Key
187587,Xavier Carrascosa
377221,Juliana Chang
377221,Kenny Heidt
377221,Teresa Ho
377221,Lee Ho
5195,George Rohrbacher
374026,Takashi Saito
381671,Kayla Ross
381671,Denman Scofield
6974,(Uncredited)
351849,Carlo Camarotto
351849,Nestore Mangone
142401,Mike Richie
158883,Kevin Bishop
148309,Roger Miller
185057,Jeff Lewis
191067,Jörg von Rüden
184559,Jeff Lewis
357963,David McGranaghan
357963,Julian Miller
185845,Andy Chambers
185845,David J. Lewis
333481,Milo van Holsteijn
333481,Wouter Vink
399376,Reiner Knizia
54300,Ginichiro Suzuki
84989,Urs Hostettler
392463,Daniel de Lucca
419908,Peter Ridgeway
249578,Jeff Morrow
249578,Sam Waller
324937,Tom Jolly
31553,Joe Youst
308862,Kevin Zucker
405398,Ted Alspach
41849,John B. Firer
2553,(Uncredited)
370749,Yutaka Kohno
369257,Silvergun
369257,Sunhyuk Chae
144499,Stefan Dorra
18103,(Uncredited)
289916,Yu Wang
187808,Joe Chacon
31612,Sérgio Halaban
31612,André Zatz
1879,Vlaada Chvátil
267397,Giorgos Eleftheriadis
267397,Theofilos Koutroubis
267313,Łukasz Makuch
100172,Brad Champeny
12622,Richard Wolfrik Galland
12622,Gav Tyler
200359,Błażej Kubacki
452286,Cédric Millet
724,Troy Denning
380325,David Kershaw
290611,Kazutaka Yanagawa (柳川 一隆)
256643,Isaac Vega
230040,John B. Firer
154006,Peter Sarrett
231574,Yves Tourigny
5641,Phillip Tanner
127324,Julian Leiberan-Titus
127324,Angela Hickman Newnham
349042,Erik Burigo
349042,Pär Sundström
349042,Marco Valtriani
248761,Beatriz Alvarez
248761,Pablo Miras
424567,Beomhee Kim
452300,Peter McPherson
319095,Molly Johnson
319095,Robert Melvin
319095,Shawn Stankewich
964,Sean McGuire
964,Thomas McGuire
249888,David Amorin
6266,Suzanne Goldberg
6266,Gary Grady
23757,Fabio Del Rio
23757,Paolo Del Rio
124356,Olivier Lamontagne
351874,Nagi-an (凪庵)
5573,
149169,Scott Kimball
303648,Prospero Hall
38944,Christian Fiore
38944,Knut Happel
286939,Elwin Klappe
359288,David Ausloos
442861,Antonin Boccara
442861,Jean-Baptiste Fremaux
442861,Paul-Adrien Tournier
260168,Dominic Michael Huang
369411,Martin Kallenborn
369411,Matthias Prinz
234700,Smoox Chen
23878,Matthew Meadows
352228,kaku
88922,(Uncredited)
5769,John Schettler
244076,Diego de Moraes
88559,Patrick Stevens
442655,Asger Aleksandrov Granerud
442655,Mads Fløe
442655,Dan Halstad
442655,Daniel Skjold Pedersen
5992,Joseph M. Balkoski
354842,Léo Blandin
354842,Delphine Robert
247188,Prospero Hall
247188,Chris Rowlands
365653,Radosław Ignatów
346553,Jacques Zeimet
1356,Wolfgang Panning
20074,Jens Kappe
233033,Brian Garthwaite
771,Gary Dicken
771,Steve Kendall
771,Phil Kendall
7718,Jim Doherty
299151,Dennis Furia
22378,Ted Raicer
335451,Sandy Petersen
411396,Emanuele Briano
425936,Laurent Closier
94734,Bastiaan Brederode
94734,Cephas Howard
94734,Thomas Robert Van der Heiden
457724,Gautier de Cottreau
457724,Baptiste Laurent
180345,Alberto Barbieri
180345,Luigi Cornaglia
411369,Pam Walls
2342,(Uncredited)
381826,Reiner Knizia
169986,Mark H. Walker
76728,Andrea Meyer
76728,Hans-Peter Stoll
260727,Tim Densham
343067,Dorothee Hufer
343067,Jonas Hufer
395376,Simon Schmieder
21955,Andrew Looney
197071,宮野 華也 (Kaya Miyano)
114504,David Esbri
334278,Ÿøssef Fårhi
409503,Jens Merkl
451166,Daryl Chow
91668,Heinz Meister
219509,Wolfgang Dirscherl
219509,Manfred Reindl
40667,Yakov Kaufman
40667,Haim Shafir
40667,Yoav Ziv
166436,Martin Wallace
130908,Florian Racky
158268,Marsha J. Falco
401223,Leonardo Romano
391824,Tommy Maranges
428587,Jaime López (II)
428587,J.A.M. Toribio
412381,Ted Alspach
3246,David James Ritchie
383451,Emanuele Briano
147790,Kris Gould
378,Martin Wallace
358663,David David
288098,Yasutaka Ikeda
331228,Fertessa Allyse
22684,Saverio Robberto
22684,Domenico Troia
109296,Patrick Otley
2885,S. Craig Taylor
297821,Corey Bowen
13976,Mario Papini
107638,Seiji Kanai
277469,Mikael Lyck
9237,Dean Essig
9237,David A. Powell
109922,Leonard Coufal
109922,Tom Dalgliesh
109922,Grant Dalgliesh
11429,Larry Bond
320881,Amabel Holland
19464,Randall Thompson (I)
275800,Florian Sirieix
128098,Coleman Charlton
128098,Martin Wallace
297478,Johan Benvenuto
297478,Nicolas Bourgoin
111172,Neil Crowley
402360,Maxime Rambourg
402360,Théo Rivière
186990,Joseph Miranda
411013,Peter Scholtz (I)
24491,Oliver Harrison
24491,Mike Roy
291008,Corentin Lebrat
291008,Théo Rivière
172600,榎　智洋 (Tomohiro Enoki)
165984,Urs Hostettler
273955,Kris Rees
370853,Christoph Cantzler
370853,Sebastian Freudenberg
9803,John Best
9803,Dean Essig
187777,Adam J Smith
214123,Martin Wallace
154498,Richard Launius
154498,Jason Maxwell
154498,Mike Wylie
23829,Tom Dalgliesh
132766,Ralph Ferrari
132766,Jeff Lewis
342805,Stéphane Vachon
135530,Grant Wylie
135530,Mike Wylie
375365,William Aubert
375365,Dan Thouvenot
251131,Sean Druelinger
226592,Philippe Tapimoket
337638,Jake Jenne
337638,Nate Jenne
302840,Roberto Fraga
348874,Ken Gruhl
348874,Pampuk
165022,Galgor
276205,Joseph N Adams
276205,Madeleine Adams
209926,Robin David
448107,Alberto Camaño
224794,Gavin Birnbaum
397228,Bernhard Lach
397228,Uwe Rapp
5333,Kevin Boylan
243636,Emmanuel Beltrando
1772,Frank Chadwick
1772,Marc W. Miller
425687,Simon Amadeus Pillario
425687,Paul Snuggs
415879,Kevin Verssen
329588,Krisztina Felmery
329588,Tamas Leidal
2699,Jon Southard
255029,József Dorsonczky
17925,Urs Hostettler
262310,Ryan Langewisch
189160,Thierry Denoual
235511,Hadi Barkat
235511,Sébastien Pauchon
388473,Grant Wylie
388473,Mike Wylie
373009,Bartosz Szopka
373009,Bartłomiej Zielonka
93400,Tony Boydell
268962,Fel Barros
268962,Sheamus Parkes
363633,Thinh LeHuu
302269,David Carl
302269,Alex Hall
302269,Steve Margetson
410251,
162367,Lorenzo Silva
451212,Mario Arze
7537,Corné van Moorsel
370687,József Csirke
213631,Chikasuzu (ちかすず)
22029,Richard Clarke (III)
22029,Nick Skinner
316113,
232119,Dan Machado
232119,Luis Machado
21324,Dieter Stein
374055,Kudousan (工藤さん)
3977,Heinz Meister
251832,Brian Van Slyke
295788,Jordi Dominguez
295788,Haritz Múgica
55158,Servando Carballar
429020,Alexandre Aguilar
429020,Benoit Turpin
363531,Claudio Bierig
9108,Satoshi Nakamura
194986,R. Winder
1189,Charles Vasey
34001,Wolfgang Lehmann
397074,Christian Brantley
62143,Tom Decker
89767,Sylvain Dépré
191191,Matt Loomis
191191,Isaac Shalev
317367,Max Temkin
346255,Dario Massarenti
346255,Francesco Testini
107861,Andrei Novac
181956,Johannes Krenner
181956,David Parlett
400750,Alexander Neumann
163432,Jacob A Bunting
396995,Lee Ju-Hwa
396995,Giung Kim
356296,Barbara Burfoot
291348,Alena Sokolov
291348,Vladimir Sokolov
235697,Laurent Escoffier
242742,Michael Adams
242742,William Foster
242742,Eric Foster
242742,Alex Foster
299604,Nathaniel Levan
299604,Joshua J Mills
37875,Takaharu Horie
339545,
264205,Aislyn Hall
264205,Aaron Shaw
435652,Thomas Favrelière
435652,Alex Fortineau
435652,Simon Moulard
28574,Adrian Markowski
140163,David Sirlin
93540,Andreas Steding
38764,Alessio Cavatore
224675,Maarten de Schrijver
332621,Rodrigo Rego
332621,Lucas Ribeiro
4975,Gary Gatchel
278042,Jesús Peralta García
2399,(Uncredited)
4651,Charles S. Roberts
4651,Lindsley Schutz
4651,Thomas N. Shaw
193,(Uncredited)
7989,Jason Wittman
343483,Hristo Hristov
4916,Michael Bennighof
4916,Joe Keller
4916,Brian L. Knipple
203312,
380821,David Brain
244814,Philip duBarry
2212,Todd Kurtzer
24698,Christian Freeling
33259,Jim Callahan
33259,Matt Curtis
33259,Peter Drake
33259,James M. Dugan
33259,Daniel Kast
33259,K. David Ladage
33259,Brendan Mayhugh
33259,Rich Oden
33259,Todd Pote
33259,John Voysey
33259,Noel Weer
93001,Andrew Looney
344401,
385245,Glenn Drover
256568,Michael Palm
256568,Lukas Zach
366470,Michał Gryń
194307,Ko Sasahara
451994,Pierre Giroux
451994,Johannes Goupy
407173,Takashi Saito
4746,Joe Sengir
6916,John Astell
416054,Marc Fresquet Martínez
10323,Satoshi Nakamura
207883,Ryan Cowler
154677,Michel Fischman
154677,Emmanuel Rabell
357298,Bryce Brown
326983,Pablo Jiménez
29078,Yann and Clem
6558,Jim Deacove
17537,Richard H. Berg
161820,Laurent Closier
161820,Florent Coupeau
181268,Andrew Hackard
181268,Steve Jackson (I)
2920,Kevin Zucker
314125,Ren Multamäki
331808,John Shulters
7637,John Astell
397738,Blaž Gracar
18212,Jason Carl
18212,Andy Collins
18212,David Noonan
18212,Jonathan Tweet
3340,Darrell Hayhurst
3340,Neal Sofge
212958,Kare Jantunen
212958,Max Wikström
29599,Tony Boydell
167604,David Harvey
241829,Karsten Schulmann
3015,Alex Randolph
394507,Thomas Weber (III)
323367,
424929,Tim Fowers
424929,Skye Larsen
236143,Rhys ap Gwyn
388552,
399104,Steve Howe
8071,David C. Isby
427263,Trevor Benjamin
427263,David Thompson (I)
346094,Ricard Ibáñez
424978,Inka Brand
424978,Markus Brand
424978,Emely Brand
230860,Benjamin Farahmand
461,Reiner Stockhausen
270265,Robin David
233590,Michael Alves
126789,
284751,Paolo Vallerga
284751,Marco Valtriani
166298,John Coveyou
400629,Jasper Beatrix
151683,Manuel D. Cruz Díaz
151683,Antonio J. Dionisio
192288,Benjamin Richter
432062,Cédric Lefebvre
432062,Florian Sirieix
446523,Nicolas Melet
446523,Jérôme Soleil
9360,Jack Greene
250878,Helge Meissner
250878,Kristian Amundsen Østby
250878,Eilif Svensson
250878,Anna Wermlund
1373,S. Craig Taylor
593,Walter Müller
179804,Julie Ahern
179804,Walter Barber
3517,(Uncredited)
367710,Thitinan N.
394897,Michał Gołąb Gołębiowski
394897,Adam Kwapiński
29138,André Perriolat
29138,John Perriolat
198700,Andreas Schmidt
256381,Ricardo Jorge Gomes
5718,Forrest-Pruzan Creative
140779,Frédérick Condette
72298,Frédéric Bey
185262,Elad Goldsteen
185262,Pini Shekhter
150930,Kane Klenko
379554,Frédéric Henry
379554,Corey Konieczka
367898,Juma Al-JouJou
367898,Galen Goodwick
420040,無界 (Mukai)
420040,Napopora
145042,Matt Anderson
145042,Redd Cohen
145042,Justin Gibbs
145042,David Hanold
209280,Josh Cherry
209280,JT Dekker
209280,Roman Bryan White
281020,Romaric Galonnier
46410,Stephan Riedel
142197,Frédéric Colombier
142197,Hervé Marly
17274,Brett M. Seymour
17274,Brian Wilk
334583,Cyril Blondel
251519,Sergio Matsumoto
297702,Yasushi Nakaguro
3531,Greg Costikyan
204680,Michael Lovejoy
450039,Mads Emil Christensen
135019,Bruno Faidutti
135019,Sérgio Halaban
135019,André Zatz
181959,Friedemann Friese
369869,Ondra Cigánek
369869,Ivan Dostál
369869,Olda Rejl
349242,Danny Devine
317418,John Clowdus
408853,Shane F. F. Carr
257378,David Wang
200351,Diane Sauer
7994,Gene Billingsley
332420,Enrique Prieto Catalán
3231,Reiner Stockhausen
225603,Wolfgang Klein
225603,Erich Rankl
174990,Peter Schultz
1780,Glenn Rahman
1780,Kenneth Rahman
194028,Sylvain Ménager
332018,Prospero Hall
332018,Chris Rowlands
423850,Matt Edmondson
94724,James Ernest
428191,Martin Schlegel
378737,Aaron Mesburne
29030,Bruno Cathala
29030,Bruno Faidutti
2344,Corné van Moorsel
98975,Richard H. Berg
341275,Steve Cassell
341275,Mat Cousineau
193422,Steve Finn
432261,Tuomas Pirinen
144955,
369897,Nolan Lee
369897,Ian Moss
278305,Jerry Hawthorne
278305,Andrea Mezzotero
43245,Daniel Berger (I)
23931,Mark Goadrich
388183,Richard Garfield
312880,Devin Heinle
5831,Jim Werbaneth
368554,Reiner Knizia
671,Richard Hamblen
246938,Daniel Solis
131616,Charles Chevallier
5940,Steve Winter
449448,Aleksei Kuznetsov
449448,Oleg Meleshin
449448,Yury Yamshchikov
162476,Daniel Alves
162476,Patrick Matheus
162476,Eurico Cunha Neto
2978,Kai Haferkamp
2978,Ben Leijten
2978,Oliver Rauch
179322,Brandon Patton
153002,Gina Manola
209290,Hans Beeftink
86406,Lance McMillan
348065,Amabel Holland
178515,Kevin Wilson
297673,Brian McKay
255042,Carlos Michán Amado
406323,Trevor Benjamin
406323,Brett J. Gilbert
364609,
153870,Juma Al-JouJou
4146,Tom Walczyk
4146,Kevin Zucker
397227,Nick Federico
406378,David Spada
231125,zombie homer
9135,Eric R. Harvey
180471,Tim Kings-Lynne
180471,Julia Schiller
355,Reiner Knizia
772,Hajo Bücken
168549,Y. Ohashi
152952,Matt Hyra
8721,Charles T. Kamps
136146,Philip Sabin
2388,Marc W. Miller
333775,Kanare Kato
910,Karl-Heinz Schmiel
86445,Magnus Nordlöf
9792,Luca Coppola
157451,Markus Nikisch
157451,Johannes Zirm
416027,Tim Eisner
378827,Justin Fassino
230514,Gianluca Piacentini
322158,Jan Roth (II)
172484,Peter Vibe
425253,Gautier de Cottreau
425253,Baptiste Laurent
2995,Jim Dunnigan
198701,Andreas Schmidt
230785,Gabriel Leow
351868,Hugame (符亀) / Crocotile
355467,Andy Schwarz
321306,Stéphane Anquetil
359175,Christian Giove
129395,(Uncredited)
17859,Curt Covert
114800,Dimitris Christopoulos
356825,David Sole
356825,Julián Vecchione
418073,"Larry Harris, Jr."
257957,Kasper Lapp
5480,Brad Hessel
177542,Jan Vaněček
217974,Jenna Felli
311702,Pedro Sales
311702,Renato Simões
3523,Vance von Borries
302310,Piotrek Piechowiak
423677,Eugeni Castaño
423677,Eloi Pujadas
2857,(Uncredited)
192315,David Carl
192315,Will Schoonover
363699,Andreas Wilde
355786,Prospero Hall
355786,Chris Rowlands
203584,Pablo Céspedes
203584,Víctor Hugo Cisternas
290468,John Retterer-Moore
258665,
161719,Chuck D. Yager
30991,Jean Bey
47125,(Uncredited)
47125,Maldón
130729,Michał Stajszczak
130357,Eric Harshbarger
412563,Trevor Benjamin
412563,Brett J. Gilbert
395636,Enric Aguilar Almodóvar
395636,Eloi Pujadas
2903,Douglas Niles
456257,Fernando Marecos
238412,Izik Nevo
77361,Laurent Escoffier
77361,Marc Tabourin
215918,Florian Sirieix
247984,Reiner Stockhausen
206780,József Dorsonczky
6814,Frank Chadwick
174959,Wes Erni
174959,Ben Madison
428582,Andy Bergmann
345520,Victor Catala
29386,John Poniske
301011,Markus Slawitscheck
301011,Arno Steinwender
386270,Jordan Sorenson
182050,Daniel Budacz
182050,Piotr Krzystek
182050,Łukasz Wrona
223538,Dario Dordoni
364346,Ben Madison
83492,Reinhard Staupe
28004,Thomas Denmark
2472,Stephen Tassie
184802,Konstantinos Iovis
184802,Ioannis Stamatis
184802,Kostis Tolios
322197,Christopher Moeller
96310,Grant Wylie
96310,Mike Wylie
183949,Isra C.
183949,Shei S.
427942,Magen Bain
154857,Kenny Sims
26859,Fabrizio Bonifacio
26859,Riccardo Crosa
26859,Massimiliano Enrico
26859,Chiara Ferlito
26859,Walter Obert
129280,Philip duBarry
156097,Jeff Ochs
27736,Simon Spearing
400211,Pierrot
423835,Adrie Drent
225274,Tony Go
2881,Michael Bennighof
24157,Kevin Brusky
24157,Rich Burlew
286804,Christopher Moeller
421217,Chris Porter
380868,Geoff Bottone
380868,Jennifer Kitzman
380868,Jeff Morrow
380868,Sam Waller
11166,Richard Kane
11166,Charlie Spiegel
16197,Jose Luis Arcon Dominguez
22826,Nate French
22826,Eric M. Lang
22826,Christian T. Petersen
148759,Nicholas Bodart
148759,Pierre-Emmanuel Legrain
350764,Andrew Looney
203462,Tiago Damey
177843,Manu Palau
36599,(Uncredited)
31822,Susumu Kawasaki
131017,Frédéric Bey
234860,József Dorsonczky
94837,Gunter Baars
19212,Jack Darwid
168792,Luca Cammisa
186793,James Hudson
30057,Joe Huber (I)
247778,Scott Allen Czysz
421974,Emily Vincent
1588,Tom Schoeps
283935,Reiner Knizia
11111,David Williams (I)
104736,Emmanuelle Piard
104736,Barbara Turquier
159160,Warwick Kinrade
15271,Matthieu d'Epenoux
15271,Roberto Fraga
15271,Odet L'Homer
6197,Kevin Zucker
56835,Jay Cormier
56835,Sen-Foong Lim
170756,Jeff Horger
170756,Carla Horger
23915,David Kershaw
86128,Thomas Colthurst
353290,Ricard Ibáñez
288317,Gabrio Tolentino
222424,Andrew Bosley
222424,Michael Patience
351956,Sebastián Martínez
149639,Jay Meyer
112598,Nina Paley
112598,Donald X. Vaccarino
193981,John D. Clair
146943,Fabrice Vandenbogaerde
457611,Matthew Dunstan
457611,Rory Muldoon
63052,Sylvie Barc
63052,Los Rodriguez
63052,Juan Rodriguez
351773,Ron Gonzalo García
33018,Charles Vasey
129904,Bruno Cathala
129904,Serge Laget
343852,Javier Angeriz-Caburrasi
343852,Antoine Bauza
343852,Juan Echenique
343852,Stefano Guerriero
343852,Rob Harris
343852,Corentin Lebrat
343852,Ludovic Maublanc
343852,Théo Rivière
5548,Silvio Cadelo
5548,Marco Donadoni
330478,Tao-Tao Chen
330478,Yen-Lin Chen
330478,Yu-Xuan Su
330478,An-Qi Zheng
5241,Jim Dunnigan
5516,François Bachelart
5516,Christophe Pinard
420992,Jake Jenne
420992,Nate Jenne
427339,Alexis Allard
427339,Joan Dufour
19505,(Uncredited)
120316,Richard Denning
404204,Carl Paradis
9300,"David ""Zeb"" Cook"
6555,James Ernest
6555,Falko Goettsch
380924,Leo Colovini
41624,David Schroeder
1881,(Uncredited)
5702,Michael Bennighof
278971,Aaron Andrew Wilson
13455,Matthew Sprange
285992,(Uncredited)
320862,Cédric Martinez
4330,Günter Cornett
276654,Conor McGoey
195742,Jay Cormier
195742,Sen-Foong Lim
87893,Christoph Puhl
87893,Arno Steinwender
368941,Brett J. Gilbert
368941,Max J. Kobbert
113853,
68876,Sean Cooke
138728,Heinz-Georg Thiemann
50719,Spartaco Albertarelli
307182,Ralph Rosario
15269,(Uncredited)
220499,Takashi Hamada
240094,Jeff Lai
15386,Aaron Weissblum
308500,Léandre Proust
177976,"Jay E. Treat, III"
2778,Richard H. Berg
2778,Linda Mosca
146451,Michael Shinall
432709,Vlaada Chvátil
3262,Craig Van Ness
301032,Alan Paull
371042,Melissa DeTora
287608,Robert Dougherty
287608,CJ Moynihan
86458,Sean Druelinger
86458,Ralph Ferrari
217338,Klaus-Jürgen Wrede
393842,Thomas A Bedran
245950,Trevor Benjamin
245950,David Thompson (I)
74233,Hervé Marly
203716,Stephen Avery
368939,Philipp K. Berger
14036,Les Jeux Jennick
33159,Thomas Lehmann
135270,Cameron Browne
331317,Andrew Rourke
246812,Christophe Boelinger
346621,Chikasuzu (ちかすず)
356785,Feng Yi
388720,Geonil
363487,Martí Lucas Feliu
363487,Josep Izquierdo Sánchez
103666,Marcos Macri
453472,Marc André
453472,Catherine André
208321,Grant Wylie
208321,Mike Wylie
205544,Darren Black
205544,Huang Yi Ming
41004,Joseph Miranda
83919,Kim Vandenbroucke
45319,Wolfgang Kramer
201054,Dennis Kirps
201054,Jean-Claude Pellin
188614,Samuel Mitschke
188614,Randy Scheunemann
164446,Benjamin Yamada
233969,Ali Ferhat Tamur
204592,Carlo A. Rossi
181331,Heinz Meister
7828,Brien J. Miller
7828,Arron J. Monroe
7828,Mark E. Searle
23400,Kevin Zucker
416028,Yoni Goldstein
263085,Heinrich Meyer
293579,Christopher Hamm
164259,Krzysztof Matusik
13933,Lorenz Kutschke
277184,Hisashi Hayashi
17995,Urs Hostettler
180977,Percy Chan
145086,Jürgen Mayer
172866,Koen Hendrix
198608,Erik von Rossing
378279,Yaniv Kahana
324342,Antonio Ferrara
181382,Gary Dicken
181382,Steve Kendall
181382,Phil Kendall
10186,Ed Wimble
311004,William Aubert
311004,Dan Thouvenot
274566,German Tikhomirov
4668,(Uncredited)
167283,Tomer Braff
167283,Edward Stevenson
8843,Richard H. Berg
12459,John Prados
8757,Charles T. Kamps
8757,Edward G. Sollers
244267,Walter Barber
244267,Ian VanNest
262806,Ryo Nakamura (中村 良)
169513,KTR
4358,Rob Beyma
4358,Frank Davis
1555,Paul J. Gruen
3562,Phil R. Chase
272597,Kami Mandell
447736,Nick Gerts
172033,Henri Kermarrec
225166,Mike Mollineaux
228526,Jesús Guillén BUZZ
218519,Andrea Chiarvesio
218519,Maurizio Favoni
506,James Ernest
506,Jon Wilkie
369010,Matt Bahntge
704,Dominique Ehrhard
8350,Ken Broadhurst
8350,Colin Wheeler
258,Andrew Looney
258,Kristin Looney
396649,Reiner Knizia
419202,Alessandro Cuneo
370566,Karin Hetling
365627,Jeffrey D. Allers
29382,John Best
29382,Dean Essig
15957,(Uncredited)
448247,Artem Safarov
364343,Nick Bentley
4052,Richard Garfield
233266,Gunter Eickert
126119,Alexandre Buchel
220249,Gaetano Ferrara
220249,OnePageAnon
91050,Dan Manfredini
410495,荒尾 俊樹 (Toshiki Arao)
558,Martin Wallace
381984,Jeffrey Beck
132799,Michel Grenier
132799,Matthieu Regney
34450,Henri Sala
172998,(Uncredited)
150831,Javier Garcia de Gabiola
177062,Peter Bogdasarian
359861,Yohan Lemonnier
359861,Kristoff Valla
276923,J. Alex Kevern
343028,Pascale Brassard
343028,Etienne Dubois-Roy
186020,Maja Mirska
186020,Robert Sypek
422850,Scott Courlander
286215,Romain Caterdjian
286215,Hsu Wun Hao
286215,Eros Lin
374342,Patrick Otley
374342,Anthony E. Pratt
401258,Marek Chodań
401258,Michał Gryń
177823,Mark Rapson
147144,Norman Sommer
424957,Tsutomu Dejima (出嶋 勉)
296321,Gabrio Tolentino
18481,(Uncredited)
261,Stefan Dorra
338896,Thomas A Bedran
209849,Günter Burkhardt
209849,Dennis Kirps
1919,Charles S. Roberts
1919,James Stahler
292914,Kwibus Gamedesign
9865,Frédéric Bey
9865,Pascal Da Silva
215066,Galladur
215066,Henri Pym
7922,Kevin Zucker
185276,John Clowdus
356885,Mill Goble
356885,Jessica Metheringham
6559,Richard H. Berg
361335,Pierre Burnel
361335,Florence de Nazelle
122313,Marco Canetta
122313,Stefania Niccolini
12736,Mark Hinkle
342251,Khanat Sadomwattana
158876,Apollo Randall
157815,Dave Chalker
157815,Chris Cieslik
401,Sid Sackson
379395,Piero Modolo
220368,Seiji Kanai
338549,Jim Symonds
193417,Aron Groot
193417,Niek Jansma
286656,Daryl Chow
237088,Klaus-Peter Rudolf
289939,Frank Tedeschi
312259,Kendall McKenzie
369011,Daniel Mersey
1738,Rick Smith
321699,Rodrigo Rego
386775,Stefan Ekström
309721,Andrea Sfiligoi
298173,Moritz Dressler
393457,Kalle Malmioja
380455,David J. Mortimer
135577,Stephen Pole
176193,Max J. Kobbert
