row_id,type,name,min_players,max_players,playingtime,minimum_age,release_year,average_rating,num_of_ratings,weight,num_of_weights,bayes_average,std_deviation,language_dependency,owned,trading,wanting,wishing,rank_boardgame
80,boardgameexpansion,VolgaFront: East of EastFront 1942-43,2,2,240,12,1994,7.66714,70,3.0,14,5.55869,1.23632,3: Moderate in-game text - needs crib sheet or paste ups,340,16,11,24,
81,boardgameexpansion,"EuroFront: War in Europe, 1939-45",2,6,600,12,1995,7.09895,95,3.6875,16,5.55653,1.44925,3: Moderate in-game text - needs crib sheet or paste ups,382,30,4,13,
158,boardgameexpansion,Elfengold,2,6,120,10,1999,6.93626,666,2.5893,56,5.81905,1.32552,1: No necessary in-game text,1864,63,78,153,
177,boardgameexpansion,Advanced Civilization,2,8,480,12,1991,8.00935,3406,3.6619,417,6.92238,1.65872,2: Some necessary text - easily memorized or small crib sheet,3933,92,207,588,
227,boardgameexpansion,Knightmare Chess,2,2,60,10,1994,6.44406,1411,2.596,99,5.83572,1.48717,4: Extensive use of text - massive conversion needed to be playable,2816,107,29,162,
306,boardgameexpansion,Die Siedler von Catan: Historische Szenarien,3,4,90,10,1998,6.51477,1108,2.5155,97,5.81422,1.37326,2: Some necessary text - easily memorized or small crib sheet,3831,122,17,64,
325,boardgameexpansion,Catan: Seafarers,3,4,90,10,1997,7.16486,21273,2.3749,1211,6.91156,1.34217,2: Some necessary text - easily memorized or small crib sheet,52277,508,212,1541,
370,boardgameexpansion,El Grande: König & Intrigant,2,5,90,12,1997,7.41992,704,3.0556,72,5.93948,1.49674,3: Moderate in-game text - needs crib sheet or paste ups,2522,76,17,67,
453,boardgameexpansion,Bohnanza: La Isla Bohnitâ,2,7,90,12,1998,5.86933,804,2.0,57,5.59269,1.39625,1: No necessary in-game text,3250,96,19,38,
467,boardgameexpansion,Bohnanza Erweiterungs-Set,3,7,45,12,1997,7.04729,888,1.6267,75,5.9161,1.17791,1: No necessary in-game text,2208,38,17,40,
576,boardgameexpansion,Illuminati: Y2K,2,6,180,13,1999,6.9865,622,2.5455,55,5.77339,1.51409,3: Moderate in-game text - needs crib sheet or paste ups,1821,32,22,71,
583,boardgameexpansion,The El Grande Expansions,2,5,90,12,2000,7.33629,620,3.0833,60,5.87297,1.42013,3: Moderate in-game text - needs crib sheet or paste ups,1698,30,45,98,
597,boardgameexpansion,El Grande: Grandissimo,2,5,90,12,2000,6.92076,330,3.0882,34,5.67439,1.43764,4: Extensive use of text - massive conversion needed to be playable,1478,49,14,53,
913,boardgameexpansion,High Bohn,3,5,45,12,2000,6.63688,388,1.8214,28,5.65795,1.3743,2: Some necessary text - easily memorized or small crib sheet,1569,41,23,49,
926,boardgameexpansion,Catan: Cities & Knights,3,4,150,12,1998,7.45236,21741,2.8964,1457,7.15034,1.4649,3: Moderate in-game text - needs crib sheet or paste ups,49033,494,228,1837,
995,boardgameexpansion,Svea Rike: Batalj,2,5,180,12,1998,5.16837,98,2.5,8,5.48589,1.64277,4: Extensive use of text - massive conversion needed to be playable,217,6,16,18,
1137,boardgameexpansion,Die Siedler von Catan: Das Buch zum Spielen,2,6,60,12,2000,7.28887,747,2.9231,65,5.91347,1.34271,4: Extensive use of text - massive conversion needed to be playable,2362,89,19,91,
1248,boardgameexpansion,Hacker II: The Dark Side,2,8,120,12,1993,6.25447,179,2.3846,13,5.547,1.45445,1: No necessary in-game text,501,17,12,11,
1347,boardgameexpansion,Simple GBoH,2,2,90,10,2000,7.52783,300,2.9744,39,5.7134,1.54638,3: Moderate in-game text - needs crib sheet or paste ups,1272,27,23,77,
1361,boardgameexpansion,Die Siedler von Catan: Historische Szenarien II,4,6,90,10,2001,6.91243,633,2.3833,60,5.79308,1.25974,1: No necessary in-game text,2268,55,27,80,
1487,boardgameexpansion,"Another Day, Another Dollar: Horror",3,8,45,10,2000,6.23562,160,1.8182,11,5.54514,1.15713,1: No necessary in-game text,444,14,5,17,
1494,boardgameexpansion,Bohnanza Erweiterungs-Set (Revised Edition),3,7,60,12,2001,7.00381,1584,1.782,133,6.09458,1.12966,1: No necessary in-game text,4909,45,22,66,
1521,boardgameexpansion,Supremacy: Warlords and Pirates of the Neutral Zones,0,0,10,12,1987,6.2819,163,2.2222,9,5.54305,1.76823,3: Moderate in-game text - needs crib sheet or paste ups,486,26,11,18,
1526,boardgameexpansion,PitchCar: Extension 1,2,8,20,6,1997,7.60773,1897,1.0874,103,6.44872,1.27498,1: No necessary in-game text,4400,41,232,366,
1532,boardgameexpansion,Supremacy: Resource Deck Two,2,6,340,12,1987,6.5485,133,2.8571,7,5.55174,1.74774,1: No necessary in-game text,385,22,13,16,
1541,boardgameexpansion,Block Mania: Mega-Mania,3,4,180,14,1987,6.78739,237,2.35,20,5.61744,1.52872,2: Some necessary text - easily memorized or small crib sheet,694,16,22,35,
1565,boardgameexpansion,Mississippi Queen: The Black Rose,2,6,60,10,1998,6.70842,868,1.8816,76,5.83111,1.26422,1: No necessary in-game text,2027,86,105,140,
1569,boardgameexpansion,RoboRally: Armed and Dangerous,2,8,90,12,1995,7.78315,1441,2.6852,108,6.33304,1.40539,3: Moderate in-game text - needs crib sheet or paste ups,2959,60,188,328,
1573,boardgameexpansion,Banzai,2,2,60,12,1984,8.20487,530,3.2931,58,5.98784,1.33833,4: Extensive use of text - massive conversion needed to be playable,1504,41,65,96,
1605,boardgameexpansion,Ambush!: Purple Heart,1,1,240,12,1985,7.75896,460,3.2222,45,5.84541,1.37221,4: Extensive use of text - massive conversion needed to be playable,1613,22,102,152,
1606,boardgameexpansion,Ambush!: Move Out!,1,1,240,12,1984,7.6475,555,3.1273,55,5.89264,1.33288,4: Extensive use of text - massive conversion needed to be playable,1942,37,88,136,
1612,boardgameexpansion,Ambush!: Silver Star,1,1,240,12,1987,7.68669,337,3.1613,31,5.75406,1.3927,4: Extensive use of text - massive conversion needed to be playable,1223,19,120,167,
1667,boardgameexpansion,Battle Hymn: Leatherneck,1,1,240,12,1988,7.85742,182,3.2917,24,5.6512,1.33139,4: Extensive use of text - massive conversion needed to be playable,754,12,76,113,
1670,boardgameexpansion,Modern Naval Battles II: The Campaign Game,2,6,90,12,1990,6.80584,154,2.25,16,5.57502,1.29531,3: Moderate in-game text - needs crib sheet or paste ups,420,19,5,11,
1671,boardgameexpansion,Modern Naval Battles III,2,6,120,12,1990,6.83406,138,2.1429,14,5.56813,1.35905,3: Moderate in-game text - needs crib sheet or paste ups,385,15,6,9,
1675,boardgameexpansion,Illuminati: Brainwash,2,8,180,10,2001,5.79846,195,2.7143,21,5.51346,1.79636,3: Moderate in-game text - needs crib sheet or paste ups,622,15,28,97,
1676,boardgameexpansion,Blood Bowl: DeathZone,2,2,120,12,1994,7.63971,760,2.8361,61,5.99145,1.48809,4: Extensive use of text - massive conversion needed to be playable,1564,33,11,34,
1677,boardgameexpansion,Knightmare Chess 2,2,2,60,10,1998,6.7322,654,2.7805,41,5.75562,1.43878,4: Extensive use of text - massive conversion needed to be playable,1419,61,22,54,
1685,boardgameexpansion,Kremlin: Revolution,3,6,90,12,1989,6.88071,197,2.0714,14,5.60328,1.4429,4: Extensive use of text - massive conversion needed to be playable,501,14,34,32,
1736,boardgameexpansion,Talisman: The Adventure,2,6,240,9,1986,6.88158,963,2.0333,60,5.86335,1.58775,4: Extensive use of text - massive conversion needed to be playable,1979,44,34,45,
1737,boardgameexpansion,Talisman: Expansion Set,2,6,120,9,1986,6.95716,1031,2.1475,61,5.89986,1.5914,1: No necessary in-game text,2096,49,42,45,
1739,boardgameexpansion,Talisman Dragons,2,6,240,9,1993,6.49867,510,2.2353,34,5.6513,1.82667,1: No necessary in-game text,941,19,77,104,
1740,boardgameexpansion,Talisman: City,2,6,240,9,1989,6.37802,1158,2.2319,69,5.75904,1.66074,4: Extensive use of text - massive conversion needed to be playable,2262,42,56,75,
1741,boardgameexpansion,The Talisman: Dungeon,2,6,240,9,1987,6.51395,1325,2.1047,86,5.82803,1.64205,4: Extensive use of text - massive conversion needed to be playable,2610,61,43,58,
1743,boardgameexpansion,Talisman: Timescape,2,6,240,9,1988,5.95728,1014,2.1471,68,5.60957,1.93592,1: No necessary in-game text,1894,40,46,65,
1745,boardgameexpansion,Heroes for Dungeonquest,1,4,90,10,1987,7.11372,419,2.2857,35,5.7423,1.42916,4: Extensive use of text - massive conversion needed to be playable,927,21,57,93,
1746,boardgameexpansion,Dungeonquest: Catacombs,1,4,90,10,1988,6.62973,486,2.3415,41,5.68888,1.38312,1: No necessary in-game text,971,18,66,103,
1759,boardgameexpansion,Advanced Heroquest: Terror in the Dark,2,5,120,10,1991,7.13463,205,2.5,10,5.61068,1.67309,4: Extensive use of text - massive conversion needed to be playable,495,8,95,158,
1761,boardgameexpansion,HeroQuest: Return of the Witch Lord,2,5,120,10,1991,7.35882,1710,2.1765,102,6.20495,1.45217,4: Extensive use of text - massive conversion needed to be playable,7060,93,108,225,
1762,boardgameexpansion,HeroQuest: Kellar's Keep,2,5,120,10,1989,7.30798,1817,2.1238,105,6.21101,1.4455,4: Extensive use of text - massive conversion needed to be playable,7455,111,96,224,
1763,boardgameexpansion,HeroQuest: Barbarian Quest Pack,2,5,120,12,1992,7.5069,319,2.0588,17,5.7074,1.72253,1: No necessary in-game text,898,18,183,337,
1764,boardgameexpansion,HeroQuest: Elf Quest Pack,2,5,120,10,1992,7.375,256,2.4167,12,5.66377,1.77172,4: Extensive use of text - massive conversion needed to be playable,684,8,185,353,
1765,boardgameexpansion,HeroQuest: Against the Ogre Horde,2,5,120,8,1990,7.45653,559,2.4828,29,5.83347,1.50762,1: No necessary in-game text,1610,13,160,279,
1767,boardgameexpansion,HeroQuest: Wizards of Morcar,2,5,120,10,1991,7.5818,577,2.375,32,5.86715,1.50663,3: Moderate in-game text - needs crib sheet or paste ups,1683,17,162,307,
1795,boardgameexpansion,Risk Édition Napoléon: Extension Empire Ottoman,2,6,120,10,2000,7.18182,33,2.0,2,5.52043,1.45028,3: Moderate in-game text - needs crib sheet or paste ups,102,3,30,52,
1895,boardgameexpansion,Salamis,2,2,360,12,1999,6.92754,69,3.1053,19,5.5404,1.344,2: Some necessary text - easily memorized or small crib sheet,535,8,12,34,
1904,boardgameexpansion,Babylon 5 Component Game System: Reinforcements Pack #1,2,6,120,10,1998,6.05128,78,2.5714,7,5.51446,1.64782,3: Moderate in-game text - needs crib sheet or paste ups,208,14,17,18,
1966,boardgameexpansion,RoboRally: Radioactive,2,8,120,12,1998,7.5561,745,2.8393,56,5.97576,1.39736,1: No necessary in-game text,1566,26,162,248,
1967,boardgameexpansion,RoboRally: Grand Prix,2,8,120,12,1997,7.77045,673,2.6731,52,5.98669,1.37453,2: Some necessary text - easily memorized or small crib sheet,1401,18,160,249,
1968,boardgameexpansion,RoboRally: Crash and Burn,2,8,120,12,1997,7.82479,982,2.6543,81,6.15826,1.3593,2: Some necessary text - easily memorized or small crib sheet,2158,31,186,280,
2005,boardgameexpansion,Primordial Soup: Freshly Spiced,3,6,90,12,1998,7.25508,810,2.8793,58,5.95219,1.17967,3: Moderate in-game text - needs crib sheet or paste ups,2098,51,80,161,
2050,boardgameexpansion,Life & Death & An American Chainsaw,1,1,90,10,1987,6.4881,42,1.5,4,5.51422,1.91947,1: No necessary in-game text,92,7,10,23,
2053,boardgameexpansion,The New Dungeon: Miniatures and Game Supplement,1,6,45,10,1989,6.66053,57,2.0,4,5.52376,1.56605,1: No necessary in-game text,120,3,32,62,
2058,boardgameexpansion,Civilization: West Extension Map,2,7,360,12,1986,7.8078,792,3.2027,74,6.06355,1.44062,1: No necessary in-game text,1565,52,76,122,
2204,boardgameexpansion,Kill Doctor Lucky: Craigdarroch,3,10,60,10,1998,6.37572,173,1.5455,11,5.55705,1.38238,1: No necessary in-game text,484,11,14,53,
2282,boardgameexpansion,Blood Bowl Companion,2,2,180,14,1990,6.79706,306,2.9231,26,5.64631,1.48939,3: Moderate in-game text - needs crib sheet or paste ups,679,19,5,10,
2286,boardgameexpansion,Blood Bowl Star Players,2,2,180,14,1989,6.81647,334,2.8276,29,5.65828,1.55306,3: Moderate in-game text - needs crib sheet or paste ups,719,24,5,10,
2345,boardgameexpansion,Groo: The Game – Expansion Set,2,6,45,10,1997,6.72453,406,1.5152,33,5.67291,1.39154,1: No necessary in-game text,787,32,30,41,
2355,boardgameexpansion,Last Frontier: The Artifact,3,8,120,10,2001,7.12647,34,3.6,5,5.52424,1.63641,3: Moderate in-game text - needs crib sheet or paste ups,157,4,63,166,
2449,boardgameexpansion,Lord of the Rings: Friends & Foes,2,5,90,12,2001,7.26726,2840,2.7082,257,6.43056,1.33947,3: Moderate in-game text - needs crib sheet or paste ups,7202,236,136,364,
2459,boardgameexpansion,Roads & Boats: Planes & Trains,1,5,360,0,2001,6.99265,34,4.3333,3,5.51767,1.95253,1: No necessary in-game text,191,6,28,61,
2475,boardgameexpansion,Frag: Death Match,2,6,45,12,2001,6.39333,210,1.9333,15,5.57138,1.44517,4: Extensive use of text - massive conversion needed to be playable,442,21,11,26,
2519,boardgameexpansion,Gammarauders: Revenge of the Factoids,2,6,60,10,1989,6.28517,87,2.1667,6,5.52821,1.3219,1: No necessary in-game text,291,9,17,24,
2571,boardgameexpansion,Mutabohn,2,7,60,12,2001,6.43882,85,2.2,5,5.52872,1.55806,1: No necessary in-game text,439,6,30,61,
2575,boardgameexpansion,Samarkand: Isfahan,2,5,30,9,1999,6.9119,84,2.3333,9,5.55088,1.1533,1: No necessary in-game text,213,14,8,21,
2587,boardgameexpansion,Cross of Iron: A Squad Leader Gamette,1,2,60,12,1978,7.69886,1024,4.1429,133,6.11975,1.36638,3: Moderate in-game text - needs crib sheet or paste ups,3033,84,25,64,
2591,boardgameexpansion,Carcassonne: The River,2,5,45,8,2001,7.04081,11155,1.6868,696,6.71856,1.36803,1: No necessary in-game text,23649,136,75,318,
2622,boardgameexpansion,Kontor: Das Exportlager,2,2,45,12,2000,6.55348,46,2.5,6,5.51847,1.47872,1: No necessary in-game text,215,2,7,14,
2670,boardgameexpansion,Web of Power: The Vatican,3,5,30,12,2001,6.62233,163,2.5455,22,5.56557,1.27954,1: No necessary in-game text,624,34,17,37,
2703,boardgameexpansion,"Another Day, Another Dollar: Kung Fu",3,8,45,10,2000,6.15366,164,1.7273,11,5.54107,1.32746,1: No necessary in-game text,430,11,5,11,
2714,boardgameexpansion,"Another Day, Another Dollar: Space",3,8,45,10,2000,6.20452,155,1.7778,9,5.54246,1.25372,1: No necessary in-game text,427,10,4,13,
2715,boardgameexpansion,"Another Day, Another Dollar: Musicals",3,8,45,10,2000,6.19669,151,1.7,10,5.54086,1.23758,1: No necessary in-game text,419,10,4,12,
2739,boardgameexpansion,More Cosmic Encounter,2,8,90,12,1992,7.66591,497,2.75,40,5.86028,1.63031,1: No necessary in-game text,1183,58,4,28,
2741,boardgameexpansion,Chez Geek 3: Block Party,2,8,45,18,2001,6.36309,1014,1.4935,77,5.72581,1.4721,4: Extensive use of text - massive conversion needed to be playable,2149,77,8,28,
2797,boardgameexpansion,Chez Geek 2: Slack Attack,2,8,45,18,2000,6.27579,1046,1.4458,83,5.70206,1.47254,4: Extensive use of text - massive conversion needed to be playable,2208,91,8,29,
2798,boardgameexpansion,The Ironclads: Expansion Kit,2,8,120,12,1980,7.60746,114,3.1,10,5.58588,1.31318,3: Moderate in-game text - needs crib sheet or paste ups,449,11,16,31,
2807,boardgameexpansion,Catan: 5-6 Player Expansion,5,6,120,10,1996,6.98053,18031,2.3105,921,6.69172,1.57509,2: Some necessary text - easily memorized or small crib sheet,56322,590,126,884,
2846,boardgameexpansion,Supremacy: The Unconventional Forces,4,6,360,12,1989,6.12952,105,2.6,5,5.52198,2.04571,1: No necessary in-game text,270,16,11,27,
2847,boardgameexpansion,Supremacy: High-Tech Edge for Strategic Forces,4,6,360,12,1989,5.825,98,2.6667,3,5.50826,1.96503,1: No necessary in-game text,266,11,12,23,
2848,boardgameexpansion,Supremacy: High-Tech Edge for Conventional Forces,4,6,360,12,1989,5.94239,92,2.6667,3,5.50952,2.08582,1: No necessary in-game text,267,11,8,22,
2849,boardgameexpansion,Supremacy: Fortuna,4,6,360,12,1989,6.61579,114,2.6,5,5.54575,1.76792,4: Extensive use of text - massive conversion needed to be playable,276,12,18,38,
2850,boardgameexpansion,Supremacy: Boomers – Ballistic Missile Subs,4,8,360,12,1990,6.42198,91,2.5,2,5.52973,1.77886,1: No necessary in-game text,251,7,16,25,
2851,boardgameexpansion,Supremacy: Mega Map,4,8,360,12,1991,6.85323,124,2.5,4,5.56024,1.82794,3: Moderate in-game text - needs crib sheet or paste ups,315,10,15,32,
2852,boardgameexpansion,Supremacy: Mega Supremacy – Challenge of the New World Order,4,8,360,0,1991,6.56596,94,3.6,5,5.53668,1.79476,1: No necessary in-game text,266,11,12,24,
2890,boardgameexpansion,Supremacy: Main Battle Tanks,4,8,360,12,1990,6.46748,103,2.0,2,5.53629,1.82736,1: No necessary in-game text,248,10,15,24,
2892,boardgameexpansion,Starfire III: Empires,2,2,360,14,1982,6.09852,108,3.3636,11,5.5203,1.72461,3: Moderate in-game text - needs crib sheet or paste ups,291,3,9,17,
2893,boardgameexpansion,Imperial Starfire,2,2,900,12,1993,6.68539,89,4.3077,13,5.53631,1.47903,3: Moderate in-game text - needs crib sheet or paste ups,320,5,10,20,
2894,boardgameexpansion,Starfire: New Empires,2,2,60,12,1985,7.03191,47,3.7143,7,5.52815,1.40062,1: No necessary in-game text,141,1,7,14,
2913,boardgameexpansion,Supremacy: Neutron Bombs and Killer Satellites,2,8,120,12,1988,6.38451,142,2.7143,7,5.54349,1.77856,1: No necessary in-game text,414,19,14,20,
2914,boardgameexpansion,Supremacy: The Middle Powers,3,8,120,12,1988,6.45287,122,2.5714,7,5.53974,1.74758,1: No necessary in-game text,326,16,11,26,
2915,boardgameexpansion,Catan Card Game: Expansion Set,2,2,90,10,2002,7.10099,2031,2.5074,203,6.20336,1.30998,4: Extensive use of text - massive conversion needed to be playable,4439,192,41,133,
2949,boardgameexpansion,Dune: Spice Harvest,3,6,180,14,1984,6.66721,247,2.45,20,5.60729,1.68105,4: Extensive use of text - massive conversion needed to be playable,739,29,61,94,
2950,boardgameexpansion,Dune: The Duel,3,6,180,12,1984,5.9092,250,3.0,16,5.53596,1.84957,4: Extensive use of text - massive conversion needed to be playable,731,34,53,80,
2953,boardgameexpansion,Trivial Pursuit: Genus II,2,24,90,12,1984,5.81962,565,1.6571,35,5.55376,1.57722,5: Unplayable in another language,1517,50,1,11,
2954,boardgameexpansion,Supremacy: Colonial Legions and Merchant Marine,3,8,120,12,1994,5.76415,53,3.0,2,5.50414,2.12719,1: No necessary in-game text,167,5,15,27,
2984,boardgameexpansion,Save Doctor Lucky on Moon Base Copernicus,3,7,45,10,2002,6.06504,133,1.375,8,5.5289,1.29307,1: No necessary in-game text,499,13,9,32,
2993,boardgameexpansion,Carcassonne: Inns & Cathedrals,2,6,60,8,2002,7.64484,23046,1.9264,1399,7.39426,1.13582,1: No necessary in-game text,53852,291,206,1293,
3043,boardgameexpansion,TurfMaster Course Collection 1,2,8,90,10,1999,8.18771,122,2.4545,11,5.6313,1.16121,1: No necessary in-game text,369,5,17,25,
3116,boardgameexpansion,Battlebikes,2,6,60,10,1984,6.425,64,2.1,10,5.52607,1.64165,1: No necessary in-game text,173,6,11,30,
3118,boardgameexpansion,Desert War,2,2,60,12,1989,7.89634,273,3.375,40,5.74472,1.32521,4: Extensive use of text - massive conversion needed to be playable,769,17,73,83,
3146,boardgameexpansion,El Grande: Grossinquisitor und Kolonien,2,5,90,12,1997,7.29009,440,3.1538,52,5.78637,1.35678,3: Moderate in-game text - needs crib sheet or paste ups,1883,46,11,62,
3223,boardgameexpansion,Sherlock Holmes Consulting Detective: Adventures by Gaslight,1,6,180,10,1986,7.3716,103,2.8889,9,5.5687,1.45478,4: Extensive use of text - massive conversion needed to be playable,446,11,109,211,
3224,boardgameexpansion,Sherlock Holmes Consulting Detective: The Mansion Murders,1,6,60,12,1983,7.65314,349,2.6154,26,5.77227,1.3768,5: Unplayable in another language,1597,38,76,222,
3225,boardgameexpansion,Sherlock Holmes Consulting Detective: The Queen's Park Affair,1,6,60,12,1984,7.54555,242,2.8,15,5.68062,1.34367,4: Extensive use of text - massive conversion needed to be playable,1292,20,87,230,
3282,boardgameexpansion,Web of Power: The Duel,2,2,30,12,2002,6.78874,95,2.5385,13,5.55042,1.35254,2: Some necessary text - easily memorized or small crib sheet,284,11,17,26,
3326,boardgameexpansion,Frag: Fire Zone,2,6,45,12,2002,6.28403,144,1.8571,14,5.54168,1.46124,4: Extensive use of text - massive conversion needed to be playable,342,24,16,19,
3415,boardgameexpansion,The Mystic Wood Extension Kit,1,7,90,10,1982,7.17419,62,1.5,2,5.54152,1.41432,1: No necessary in-game text,132,2,66,78,
3607,boardgameexpansion,Dauntless,1,2,60,12,1977,6.65398,352,3.1875,48,5.63889,1.33803,3: Moderate in-game text - needs crib sheet or paste ups,1086,37,13,34,
3609,boardgameexpansion,Crescendo of Doom: A Squad Leader Gamette,2,2,60,12,1979,7.31448,808,4.25,104,5.9328,1.39796,3: Moderate in-game text - needs crib sheet or paste ups,2485,63,20,52,
3614,boardgameexpansion,Air Strike,1,6,60,12,1987,7.11325,234,3.6538,52,5.62627,1.38361,3: Moderate in-game text - needs crib sheet or paste ups,694,24,9,38,
3624,boardgameexpansion,Drakon Expansion 1,2,6,30,10,2002,6.62017,176,2.0769,13,5.57574,1.23673,2: Some necessary text - easily memorized or small crib sheet,340,24,8,21,
3651,boardgameexpansion,Zombies!!! 2: Zombie Corps(e),2,6,120,16,2002,6.02095,2508,1.619,189,5.71263,1.4866,2: Some necessary text - easily memorized or small crib sheet,6664,221,40,124,
3732,boardgameexpansion,Talisman (Third Edition): Dragon's Tower,1,8,240,9,1995,7.08464,280,1.931,29,5.66088,1.61516,4: Extensive use of text - massive conversion needed to be playable,533,13,66,69,
3733,boardgameexpansion,Talisman (Third Edition): City of Adventure,1,8,240,9,1994,6.76521,355,1.9643,28,5.65264,1.5721,4: Extensive use of text - massive conversion needed to be playable,704,21,47,48,
3735,boardgameexpansion,Talisman (Third Edition): Dungeon of Doom,2,6,240,9,1994,6.76639,360,1.9231,26,5.65771,1.56996,4: Extensive use of text - massive conversion needed to be playable,723,25,44,43,
3756,boardgameexpansion,Croisades,2,7,180,12,1987,7.42347,98,2.75,12,5.56772,1.32932,3: Moderate in-game text - needs crib sheet or paste ups,285,2,20,35,
3764,boardgameexpansion,Dueltrack: A Car Wars Deluxe Supplement,2,8,45,10,1986,6.55752,141,3.5385,13,5.55513,1.52543,1: No necessary in-game text,472,12,5,11,
3819,boardgameexpansion,Lord of the Rings: Sauron,3,6,120,12,2002,6.89854,1704,2.7443,176,6.05667,1.4711,3: Moderate in-game text - needs crib sheet or paste ups,5536,186,124,319,
3853,boardgameexpansion,Warhammer Quest: Lair of the Orc Lord,2,4,120,12,1995,7.67212,269,2.5,12,5.69333,1.50274,4: Extensive use of text - massive conversion needed to be playable,732,3,79,102,
3854,boardgameexpansion,Minion Nation,2,6,60,12,1992,6.90426,47,2.0,7,5.52641,1.57655,3: Moderate in-game text - needs crib sheet or paste ups,112,3,9,18,
3858,boardgameexpansion,Warhammer Quest: Catacombs of Terror,2,4,120,12,1995,7.71107,244,2.75,16,5.68206,1.57251,4: Extensive use of text - massive conversion needed to be playable,667,3,79,105,
3930,boardgameexpansion,The Sorcerer's Cave Extension Kit,1,4,60,10,1979,6.83377,77,1.6667,3,5.54121,1.2818,1: No necessary in-game text,217,10,29,59,
3942,boardgameexpansion,Hard Vacuum: Science Gone Mad,2,12,60,12,2001,7.32941,34,2.5,2,5.52598,1.52287,3: Moderate in-game text - needs crib sheet or paste ups,134,2,2,5,
3943,boardgameexpansion,Munchkin 2: Unnatural Axe,3,6,90,10,2002,6.42535,7582,1.7957,416,6.08358,1.63918,4: Extensive use of text - massive conversion needed to be playable,21237,411,47,288,
4002,boardgameexpansion,Renegades:  Eldar and Chaos Armies for Space Marine,2,3,120,0,1992,7.1557,79,3.3333,6,5.55424,1.72089,1: No necessary in-game text,209,4,7,17,
4100,boardgameexpansion,Starfarers of Catan: 5-6 Player Expansion,5,6,120,12,2001,6.95726,922,2.5949,79,5.89156,1.50255,3: Moderate in-game text - needs crib sheet or paste ups,2582,77,44,136,
4101,boardgameexpansion,Catan: Cities & Knights – 5-6 Player Extension,5,6,120,12,2000,7.14616,4187,2.7439,285,6.46466,1.62255,1: No necessary in-game text,13968,167,53,568,
4103,boardgameexpansion,Catan: Seafarers – 5-6 Player Extension,5,6,120,10,1999,7.00741,4618,2.4201,269,6.4273,1.49288,2: Some necessary text - easily memorized or small crib sheet,15764,178,79,540,
4130,boardgameexpansion,Supremacy: Field Marshall's Handbook,2,8,180,12,1987,5.82143,98,2.6,5,5.50684,1.82719,1: No necessary in-game text,327,26,8,13,
4134,boardgameexpansion,Man O' War: Plague Fleet,2,2,180,12,1993,7.29251,187,3.0,11,5.62472,1.63558,1: No necessary in-game text,466,14,24,35,
4135,boardgameexpansion,Man O' War: Sea of Blood,2,8,180,12,1994,7.30854,212,2.8462,13,5.63915,1.53672,1: No necessary in-game text,482,11,25,32,
4338,boardgameexpansion,Twilight Imperium: Second Edition – Hope's End,2,6,240,12,2001,7.2968,172,3.5,18,5.60689,1.57445,1: No necessary in-game text,366,17,17,38,
4347,boardgameexpansion,Thunder's Edge: Demon Canyon,3,5,300,12,1999,6.26092,59,2.75,8,5.51862,1.0295,1: No necessary in-game text,217,23,4,7,
4350,boardgameexpansion,Battlemist: The Sails of War,2,6,240,12,1999,6.43704,108,2.8,5,5.53877,1.51692,1: No necessary in-game text,284,26,6,19,
4377,boardgameexpansion,Ladybohn,1,5,45,12,2002,6.54024,164,2.0,12,5.56838,1.27292,1: No necessary in-game text,651,9,30,54,
4451,boardgameexpansion,When Darkness Comes: The Horror Within,1,6,90,12,2002,6.23522,115,2.75,8,5.52867,1.6509,1: No necessary in-game text,458,29,13,27,
4452,boardgameexpansion,When Darkness Comes: Hell Unleashed,1,6,90,14,2002,6.12849,86,2.7143,7,5.52041,1.39781,2: Some necessary text - easily memorized or small crib sheet,408,31,11,26,
4686,boardgameexpansion,War at Sea 2,2,2,90,12,1977,6.66535,101,2.0667,15,5.54532,1.46527,2: Some necessary text - easily memorized or small crib sheet,300,6,15,23,
4715,boardgameexpansion,Cosmic Encounter: Expansion Set #1,3,6,90,12,1977,8.1217,159,2.6667,9,5.66535,1.51995,1: No necessary in-game text,438,11,6,20,
4716,boardgameexpansion,Cosmic Encounter: Expansion Set #2,3,6,90,12,1977,8.1524,146,2.4286,7,5.65427,1.5476,1: No necessary in-game text,412,11,6,19,
4717,boardgameexpansion,Cosmic Encounter: Expansion Set #3,3,6,90,12,1978,8.07958,142,2.7143,7,5.64573,1.54429,1: No necessary in-game text,396,8,7,20,
4718,boardgameexpansion,Cosmic Encounter: Expansion Set #4,3,6,90,12,1979,7.97326,129,2.6667,6,5.62517,1.71249,1: No necessary in-game text,352,5,16,29,
4719,boardgameexpansion,Cosmic Encounter: Expansion Set #5,3,6,90,12,1980,6.34675,123,2.375,8,5.53771,2.19067,1: No necessary in-game text,350,7,8,21,
4720,boardgameexpansion,Cosmic Encounter: Expansion Set #6,3,6,90,12,1981,6.91739,115,2.8333,6,5.5664,2.14266,1: No necessary in-game text,319,6,10,27,
4721,boardgameexpansion,Cosmic Encounter: Expansion Set #7,3,6,90,12,1981,8.00179,112,2.6,5,5.61473,1.64007,1: No necessary in-game text,311,5,11,26,
4722,boardgameexpansion,Cosmic Encounter: Expansion Set #8,3,6,90,12,1982,8.05884,110,2.6667,6,5.61393,1.72139,1: No necessary in-game text,277,4,19,36,
